dispatch_logic_name,break_point,large_airtanker,hand_crew,dozer,engines,air_boat,fire_boat,helicopter,helitack_crew,scooper_or_seat,smoke_jumper_aircraft,smoke_jumper,tractor_plow,water_tender
EA_WV_001MOF_limited Eq use,5,,6,1,8,,,,1,,,,,
EA_WV_001MOF_wilderness_CRV,5,,8,,4,,,,1,,,,,
EA_WV_001NPS all,5,,6,0,9,,,,1,,,,,
NW_WA_004TBR Dispatch,5,,,,,,,,,,,,,
NW_WA_004COF Roaded,5,,,,,,,,,,,,,
NW_WA_004COF WILD/Roadless,5,,,,,,,,,,,,,
CA_CA_002Limited Access,5,,,,,,,,,,,,,
CA_CA_002LVNP Wilderness,5,,,,,,,,,,,,,
CA_CA_002LVNP General Forest,5,,,,,,,,,,,,,
CA_CA_002High Wilderness,5,,,,,,,,,,,,,
CA_CA_002General Forest/Range,5,,,,,,,,,,,,,
CA_CA_007High Elev NonWild,5,,,,,,,,,,,,,
CA_CA_007Other,5,,,,,,,,,,,,,
CA_CA_007Wilderness,5,,,,,,,,,,,,,
CA_CA_007WUI,5,,,,,,,,,,,,,
CA_CA_015CA FPU 15 WUI,5,,,,,,,,,,,,,
CA_CA_011WUI,5,,,,,,,,,,,,,
CA_CA_011Other,5,,,,,,,,,,,,,
CA_CA_011Wilderness,5,,,,,,,,,,,,,
NW_OR_001Siuslaw North,5,,,,,,,,,,,,,
NW_OR_001Siuslaw South,5,,,,,,,,,,,,,
NW_OR_001Forest Access 2,5,2,10,,6,,,,1,,,,,
NW_OR_001Wilderness 2,5,,12,,4,,,,1,,2,8,,
NW_OR_001Northwest 2,5,2,,1,6,,,,1,,,,,1
NW_OR_001Southwest 2,5,2,,1,6,,,,1,,,,,1
NW_OR_004Wild Study Area,5,,,,,,,,,,,,,
NW_OR_004WS WUI,5,,2,1,4,,,1,1,,,,,1
NW_OR_004WS Timber,5,,,1,4,,,3,1,,,,,1
NW_OR_004General Forest,5,,,,,,,,,,,,,
NW_OR_004WUI,5,,,,,,,,,,,,,
NW_OR_004Juniper Sage,5,,,,,,,,,,,,,
NW_OR_004Wilderness,5,,,,,,,,,,,,,
NW_OR_004WS ConditionUse,5,,,,3,,,3,1,,1,3,,
NW_OR_005H1-SP,5,,,,,,,,,,,,,
NW_OR_005P1/P2,5,,,,,,,,,,,,,
NW_OR_005NF-1/NF-1SP,5,,,,,,,,,,,,,
NW_OR_005WW-1,5,,,,,,,,,,,,,
NW_OR_005WildernessUMF,5,,,,,,,,,,,,,
NW_OR_005PDT-1,5,,,,,,,,,,,,,
NW_OR_005Mission WUI,5,,,,,,,,,,,,,
NW_OR_005WW2/2A,5,,,,,,,,,,,,,
NW_OR_006base2,5,2,1,1,6,,,4,1,1,,,,1
NW_OR_006brown,5,2,1,1,5,,,4,1,1,,,,1
NW_OR_006OE SMA,5,1,1,0,6,,,4,1,1,,,,1
NW_OR_006base,5,2,1,1,8,,,4,1,1,,,,1
NW_OR_006Ironside,5,2,1,1,6,,,4,1,2,,,,1
NW_OR_007Silver,5,1,2,2,5,,,4,1,2,,,,1
NW_OR_007Alvord North,5,1,2,2,6,,,5,1,2,,,,1
NW_OR_007Diamond,5,1,1,1,5,,,5,1,2,,,,1
NW_OR_007Guano,5,,,2,5,,,3,1,2,,,,1
NW_OR_007Thousand/Virgin,5,,,1,5,,,3,1,2,,,,1
NW_OR_007Upper Malheur,5,1,2,2,5,,,3,1,2,,,,1
NW_OR_007Home Creek,5,,2,,2,,,5,1,1,1,5,,
NW_OR_007Lakes,5,1,2,2,5,,,3,1,2,,,,1
NW_OR_007Silvies,5,1,2,2,6,,,5,1,2,,,,1
NW_OR_007Snow Mountian North,5,1,2,2,4,,,5,1,2,1,5,,1
NW_OR_007Snow Mountain South,5,1,2,2,5,,,5,1,2,,,,1
NW_OR_007Steens,5,,2,,,,,5,1,2,1,5,,
NW_OR_008Desert,5,,,,,,,,,,,,,
NW_OR_008Timber Special,5,,,,,,,,,,,,,
NW_OR_008Timber,5,,,,,,,,,,,,,
NW_OR_008Timber West,5,,,,,,,,,,,,,
NW_OR_008State and Private,5,,,,,,,,,,,,,
CA_CA_005CA-CA-05,5,,,,,,,,,,,,,
CA_CA_005Bay Area Parks,5,,,,,,,,,,,,,
CA_CA_005Wilderness,5,,,,,,,,,,,,,
CA_CA_003Wilderness,5,,,,,,,,,,,,,
CA_CA_003General suppression,5,,,,,,,,,,,,,
CA_CA_003High resource values,5,,,,,,,,,,,,,
CA_CA_003SW Wilderness,5,,,,,,,,,,,,,
CA_CA_001KNFnotWild,5,,,,,,,,,,,,,
CA_CA_001KNFWild,5,,,,,,,,,,,,,
CA_CA_001Other sensitive,5,,,,,,,,,,,,,
CA_CA_001Wilderness,5,,,,,,,,,,,,,
CA_CA_001SRFWild,5,,,,,,,,,,,,,
CA_CA_001WUI,5,,,,,,,,,,,,,
CA_CA_001SRFWUI_HIA_YIA,5,,,,,,,,,,,,,
CA_CA_001SRFGen,5,,,,,,,,,,,,,
CA_CA_001RWPALL,5,,,,,,,,,,,,,
NW_OR_009Block Card B-14,5,,,,,,,,,,,,,
NW_OR_009Block Card B-5,5,,,,,,,,,,,,,
NW_OR_009Block Card W-1,5,,,,,,,,,,,,,
NW_OR_009Block Card W-2,5,,,,,,,,,,,,,
NW_OR_009Block Card B-3,5,,,,,,,,,,,,,
NW_OR_009State,5,,,,,,,,,,,,,
NW_OR_009Block Card L-7,5,,,,,,,,,,,,,
NW_OR_009Block Card L-6,5,,,,,,,,,,,,,
NW_OR_009Block Card B-16,5,,,,,,,,,,,,,
NW_OR_009FMU - Eagle Cap,5,,,,,,,,,,,,,
NW_OR_009Block Card B-10,5,,,,,,,,,,,,,
NW_OR_009Block Card W-17,5,,,,,,,,,,,,,
NW_OR_009Block Card B-7,5,,,,,,,,,,,,,
NW_OR_009Block Card W-7,5,,,,,,,,,,,,,
NW_OR_009Block Card W-9,5,,,,,,,,,,,,,
NW_OR_009Block Card W-10,5,,,,,,,,,,,,,
NW_OR_009Block Card W-18,5,,,,,,,,,,,,,
NW_OR_009Block Card B-11,5,,,,,,,,,,,,,
NW_OR_009Block Card L-5,5,,,,,,,,,,,,,
NW_OR_010Wilderness,5,,,,,,,,,,,,,
NW_OR_010General Forest,5,,,,,,,,,,,,,
NW_OR_011WUI type,5,,,,,,,,,,,,,
NW_OR_011general forest type,5,,,,,,,,,,,,,
NW_WA_001San Juan NW001,5,,,,,,,,,,,,,
NW_WA_001Lewis NW001,5,,,,,,,,,,,,,
NW_WA_001Olympic Crew NW001,5,,,,,,,,,,,,,
NW_WA_001Standard NW001,5,,,,,,,,,,,,,
NW_WA_002NZ SZ Protection,5,,,,,,,,,,,,,
NW_WA_002NZ GF Revision 1,5,,,,,,,,,,,,,
NW_WA_002SZ Wild Rev 1,5,,,,,,,,,,,,,
NW_WA_002NZ SZ Protect Rev 1,5,,,,,,,,,,,,,
NW_WA_002NZ Wild Rev 1,5,,,,,,,,,,,,,
NW_WA_002SZ GF Revision 1,5,,,,,,,,,,,,,
NW_WA_003Non-Wilderness,5,,,,,,,,,,,,,
NW_WA_003ROLA Wilderness,5,,,,,,,,,,,,,
NW_WA_003WEN-Wilderness,5,,,,,,,,,,,,,
NW_WA_003OKA-Wilderness,5,,,,,,,,,,,,,
NW_WA_003Ste-Suppression,5,,,,,,,,,,,,,
NW_WA_003RED Zone,5,,,,,,,,,,,,,
NW_WA_007MHF_Wilderness S,5,,,,,,,,,,,,,
NW_WA_007MHF_Wilderness,5,,,,,,,,,,,,,
NW_WA_007MHF_Unit 4,5,,,,,,,,,,,,,
NW_WA_007GP_CV_North,5,,,,,,,,,,,,,
NW_WA_007MHF_Unit 1,5,,,,,,,,,,,,,
NW_WA_007MHF_Unit 2,5,,,,,,,,,,,,,
NW_WA_007MHF_Unit 3,5,,,,,,,,,,,,,
NW_WA_007Gorge East,5,,,,,,,,,,,,,
NW_WA_007MHF_Wilderness E,5,,,,,,,,,,,,,
NW_WA_007GP_MTA_East,5,,,,,,,,,,,,,
NW_WA_007YAA-SP,5,,,,,,,,,,,,,
NW_WA_007YAA-MC,5,,,,,,,,,,,,,
NW_WA_007YAA-HB,5,3,3,3,4,,,,,,,,,1
NW_WA_007GP_MSH_West,5,,,,,,,,,,,,,
NW_WA_007GP_Wilderness,5,,,,,,,,,,,,,
SA_AL_001BH_Primary,5,,3,3,2,,,,,,,,,
SA_AL_001LIRI Canyon,5,,4,0,2,,,,,,,,,
SA_AL_001Talladega_FWA,5,,2,2,2,,,,,,,,,
SA_AL_001Dugger_Wild,5,,2,0,1,,,,,,,,,
SA_AL_001HOBE,5,,1,0,1,,,,,,,,,
SA_AL_001FWS,5,,,,,,,,,,,,,
SA_AL_001RUCA,5,,3,0,2,,,,,,,,,
SA_AL_001Sipsey FWA,5,,1,0,1,,,,,,,,,
SA_AL_001CON_Primary,5,,1,2,2,,,,,,,,,
SA_AL_001Cheaha_Wild,5,,2,0,1,,,,,,,,,
SA_AL_001SC_FWA,5,,2,2,3,,,,,,,,,
SA_AL_001LIRI Upland,5,,3,0,3,,,,,,,,,
SA_AL_001Tuskegee_FWA,5,,1,2,1,,,,,,,,,
SA_AL_001Oakmulgee_FWA,5,,2,2,2,,,,,,,,,
SW_AZ_001SCA EE,5,,,,,,,,,,,,,
SW_AZ_001SCA Sonora,5,,,,,,,,,,,,,
"SW_AZ_001NPS_SAP > 4,500'",5,,,,,,,,,,,,,
SW_AZ_001Low Potential,5,,,,,,,,,,,,,
SW_AZ_001Moderate Potential,5,,,,,,,,,,,,,
SW_AZ_001High Potential,5,,,,,,,,,,,,,
SW_AZ_001SCA WUI,5,,,,,,,,,,,,,
RM_SD_002Mark Browning,5,,1,,10,,,,,3,,,,1
RM_WY_002Esterbrook,5,1,2,1,4,,,1,1,,,,,
RM_WY_002High Desert District,5,1,1,0,5,,,1,1,1,,,,1
RM_WY_002Eastern Counties,5,1,1,0,5,,,1,1,1,,,,1
RM_WY_002MBF_Snowy,5,1,1,1,4,,,1,1,,,,,
RM_WY_002North Counties,5,1,2,1,9,,,2,2,1,,,,
RM_WY_002North Casper,5,1,2,1,4,,,2,2,1,,,,
NW_OR_003Wilderness,5,1,5,0,2,,,4,2,,2,8,,0
NW_OR_003FS Protection,5,1,2,0,3,,,4,1,,2,8,,0
NW_OR_003ODF Protection,5,1,3,2,5,0,0,0,2,0,0,0,0,0
NW_OR_003Private/WUI,5,3,4,2,7,,,4,3,,1,4,,0
CA_CA_014BDF Wilderness FMU,5,,,,,,,,,,,,,
CA_CA_014BIA Suppression FMU,5,,,,,,,,,,,,,
CA_CA_014BDF Suppression FMU,5,,,,,,,,,,,,,
CA_CA_014BLM CDD FMU's,5,,,,,,,,,,,,,
CA_CA_014BDF Threat FMU,5,,,,,,,,,,,,,
CA_CA_009OVICC 4,5,,,,,,,,,,,,,
CA_CA_004NPS WUI,5,,,,,,,,,,,,,
CA_CA_004Wilderness,5,,,,,,,,,,,,,
CA_CA_004Non DPA,5,,,,,,,,,,,,,
CA_CA_004USFS,5,,,,,,,,,,,,,
CA_CA_010BLM West Valley,5,,,,,,,,,,,,,
CA_CA_010Wilderness,5,,,,,,,,,,,,,
CA_CA_010WUI,5,,,,,,,,,,,,,
CA_CA_010Island,5,,,,,,,,,,,,,
CA_CA_012ANF Mutual Aid Resp,5,,,,,,,,,,,,,
CA_CA_012Standard ANF Resp,5,,,,,,,,,,,,,
CA_CA_012ANF Response Wilder,5,,,,,,,,,,,,,
GB_ID_002Non WUI Non Timber,5,,,,,,,,,,,,,
GB_ID_002WUI Timber,5,,,,,,,,,,,,,
GB_ID_002Non-WUI timber,5,,,,,,,,,,,,,
GB_ID_002WFU logic,5,,,,,,,,,,,,,
GB_ID_002WUI Non-Timber,5,,,,,,,,,,,,,
GB_ID_003WFU,5,,,,,,,,,,,,,
GB_ID_003Desert/Range,5,,,,,,,,,,,,,
GB_ID_003Mountain,5,,,,,,,,,,,,,
GB_NV_001Pine Forest S. East,5,,,,,,,,,,,,,
GB_NV_001I-80,5,,,,,,,,,,,,,
GB_NV_001Elliott Wrencing,5,,,,,,,,,,,,,
GB_NV_003Mt Rose Wilderness,5,,,,,,,,,,,,,
GB_NV_003Carson River,5,,,,,,,,,,,,,
GB_NV_003Aurora no dozer,5,2,2,0,9,,,2,1,2,0,0,,
GB_NV_003Carson River ND,5,,,,,,,,,,,,,
GB_NV_003Como,5,,,,,,,,,,,,,
GB_NV_003Churchill Ranges,5,,,,,,,,,,,,,
GB_NV_003Lyon Basin,5,,,,,,,,,,,,,
GB_NV_003Fish Springs,5,,,,,,,,,,,,,
GB_NV_003CCD SE ND,5,,,,,,,,,,,,,
GB_NV_003Churchill Basin,5,,,,,,,,,,,,,
GB_NV_003Reno/Sparks ND,5,,,,,,,,,,,,,
GB_NV_003Reno/Sparks,5,,,,,,,,,,,,,
GB_NV_003Bridgeport WUI,5,2,2,0,9,,,2,1,2,0,0,,
GB_NV_003Fish Springs ND,5,,,,,,,,,,,,,
GB_NV_003CCD SE,5,,,,,,,,,,,,,
GB_NV_004Master,5,3,,2,10,,,,,3,1,8,,2
GB_NV_004WUI,5,3,,2,10,,,,,3,1,8,,2
GB_NV_004WFU/WSA,5,,,2,8,,,,,1,1,4,,0
GB_NV_006FWS Sensitive,5,,,,,,,,,,,,,
GB_NV_006Military Response,5,,,,,,,,,,,,,
GB_NV_006Grass WUI,5,,,,,,,,,,,,,
GB_NV_006Critical Tort,5,,,,,,,,,,,,,
GB_NV_006High Juniper,5,,,,,,,,,,,,,
GB_UT_002SWT No Retardant,5,,,,,,,,,,,,,
GB_UT_002SWT Four,5,,,,,,,,,,,,,
GB_UT_004Low Risk,5,,,,,,,,,,,,,
GB_UT_004Moderate Risk,5,,,,,,,,,,,,,
GB_UT_004High Risk,5,,,,,,,,,,,,,
GB_UT_005All Zones HIEL,5,,,,,,,,,,,,,
GB_UT_005All Zones LOEL,5,,,,,,,,,,,,,
GB_WY_001WFU,5,,,,,,,,,,,,,
GB_WY_001NZ Protection,5,,,,,,,,,,,,,
GB_WY_001EZ Protection,5,,,,,,,,,,,,,
GB_WY_001NZ BCR,5,,,,,,,,,,,,,
GB_WY_001WZ BCR,5,,,,,,,,,,,,,
GB_WY_001EZ BCR,5,,,,,,,,,,,,,
GB_WY_001WZ Protection,5,,,,,,,,,,,,,
NR_ID_001Roadless,5,,,,,,,,,,,,,
NR_ID_001General_response,5,,,,,,,,,,,,,
NR_ID_001WUI,5,,,,,,,,,,,,,
NR_ID_001Wilderness,5,,,,,,,,,,,,,
NR_MT_002FMU1/2,5,3,6,,4,,,3,3,1,0,0,,0
NR_MT_002FMU3,5,3,6,,3,,,3,3,1,2,7,,
NR_MT_002FMU4,5,3,6,,3,,,3,3,1,2,7,,
NR_MT_003FMU_WUI_Other,5,,,,,,,,,,,,,
NR_MT_003FMU_Wild,5,,,,,,,,,,,,,
NR_MT_003FMU2_RES,5,,,,,,,,,,,,,
NR_MT_004FMU1_WUI,5,,,,,,,,,,,,,
NR_MT_004BIA_BFA,5,,,,,,,,,,,,,
NR_MT_004FMU3,5,,,,,,,,,,,,,
NR_MT_004FMU2,5,,,,,,,,,,,,,
NR_MT_004FMU4_WFU,5,,,,,,,,,,,,,
NR_MT_005Modified,5,,,,,,,,,,,,,
NR_MT_005Limited Park,5,,,,,,,,,,,,,
NR_MT_005Full,5,,,,,,,,,,,,,
NR_MT_005North Modified,5,,,,,,,,,,,,,
NR_MT_005Limited,5,,,,,,,,,,,,,
NR_MT_006NR_MT_006_FMU2_Wild,5,1,3,,,,,2,2,1,1,2,,
NR_MT_006NR_MT_006_FMU3,5,1,2,1,3,,,2,2,,1,1,,1
NR_MT_006NR_MT_006_FMU1,5,1,4,1,8,,,2,2,1,2,2,,2
NR_MT_006NR_MT_006_FMU2,5,1,5,1,6,,,2,2,1,2,2,,2
NR_MT_006NR_MT_006_FMU3_Wild,5,1,2,,1,,,2,1,,1,2,,
"NR_MT_007DPA BLM (BO, SP)",5,,,,,,,,,,,,,
"NR_MT_007BRKS, LR",5,,,,,,,,,,,,,
NR_MT_007VFD IA Response,5,,,,,,,,,,,,,
"NR_MT_007PF, IR, MON",5,,,,,,,,,,,,,
NR_MT_007Rocky Boy,5,,,,,,,,,,,,,
NR_MT_007CMR,5,,,,,,,,,,,,,
NR_MT_007Fort Belknap,5,,,,,,,,,,,,,
NR_MT_001WUI,5,,,,,,,,,,,,,
NR_MT_001Wilderness,5,,,,,,,,,,,,,
NR_MT_001BIA Non WUI,5,,,,,,,,,,,,,
NR_MT_001Non WUI,5,,,,,,,,,,,,,
NR_MT_001BIA WUI,5,,,,,,,,,,,,,
NW_OR_002UPF GF LSR DL TL,5,1,12,1,8,,,6,2,,1,6,,1
NW_OR_002UPF GF LSR CG NU,5,2,12,0,8,,,8,2,,1,6,,1
NW_OR_002UPF Wilderness,5,1,12,,6,,,6,2,,1,6,,
NW_WA_008SPA Dispatch,5,,,,,,,,,,,,,
NW_WA_008COA 4 FMZ 1-2 4 Lev.,5,,,,,,,,,,,,,
SA_AR_001pcr general,5,,,,,,,,,,,,,
SA_AR_001GenFor IR AR01,5,,,,,,,,,,,,,
SA_AR_001GenFor IR AR02,5,,,,,,,,,,,,,
SA_AR_001Wilderness IR,5,,,,,,,,,,,,,
SA_FL_001BICY Racoon Point,5,,,,3,,,2,2,2,,,,
SA_FL_001BICY-THRT-DOZERS,5,,,3,3,,,2,2,2,,,,
SA_FL_001EVER,5,,,,4,,,2,2,2,,,,
SA_FL_001FPR,5,,,,,,,,,,,,,
SA_FL_001LXR,5,,,,,,,,,,,,,
SA_FL_001NKR,5,,,,,,,,,,,,,
SA_FL_001FLSEA Dispatch Log 1,5,,,3,4,,,,2,,,,,
SA_FL_001JNR,5,,,,,,,,,,,,,
SA_FL_002OKR_Uplands,5,2,,0,2,,,0,1,,,,2,
SA_FL_002FS_Wilderness,5,2,,,5,,,,2,,,,0,
SA_FL_002FS_Mixed_Ownership,5,2,,,6,,,,2,,,,6,1
SA_FL_002FS_General_Forest,5,1,,,5,,,,2,,,,5,
SA_FL_002OKR_Wilderness,5,0,,0,2,,,0,1,,,,0,
SA_FL_002FS_Pinhook,5,2,,,5,,,,2,,,,5,
SA_FL_002NPS,5,,,,,,,,,,,,,
SA_FL_002Cumberland_Island,5,,,,,,,,,,,,,
SA_FL_003Non_Particpating,5,,,,,,,,,,,,4,
SA_FL_003FS_Bombing_Range,5,2,,,2,,,,2,,,,,1
SA_FL_003FS_General_Forest,5,1,,,4,,,,2,,,,4,1
SA_FL_003FS_Mixed_Ownership,5,2,,,6,,,,2,,,,4,2
SA_FL_003FS_Wilderrness,5,,,,,,,,,,,,,
SA_FL_003FWS_LRR,5,,,,6,,,,1,,,,4,1
SA_FL_003FWS_LWR_Marsh,5,,,,2,,2,,1,,,,,1
SA_FL_003FWS_LWR_Upland,5,,,,6,,,,1,,,,2,1
SA_FL_003FWS_MI_North,5,,,,7,,,,1,,,,3,1
SA_FL_003FWS_MI_South,5,0,,,8,,,,2,,,,4,1
SA_FL_003FWS_ST_Johns,5,,,,6,,,,1,,,,2,1
SA_FL_003FWS_Threat,5,,,,3,,,,1,,,,2,1
SA_FL_003NPS_Can_North,5,,,,5,,,,1,,,,2,
SA_FL_003NPS_Can_South,5,,,,5,,,,1,,,,2,
SA_FL_003FS_Artillery Range,5,2,,,2,,,,3,,,,,1
SA_FL_004SVR_FMU_FWA,5,,,,2,,,,0,,,,1,
SA_FL_004EGR_FMU_FWA,5,,,,2,,,0,0,,,,,
SA_FL_004FS_Threat,5,1,,,4,,,0,1,,,,4,
SA_FL_004FS_Military,5,,,,2,,,,1,,,,0,
SA_FL_004LSR_FMU_FWA_NORTH,5,,,1,2,,,0,0,,,,2,
SA_FL_004SMR_THT_FMU_FWA,5,,,,2,,,0,1,,,,2,
SA_FL_004LSR_FMU_FWA_SOUTH,5,,,1,2,,,,0,,,,2,
SA_FL_004SMR_FMU_SMR_EAST_FWA,5,,,0,2,,,,,,,,2,
SA_FL_004CHR_FMU_FWA,5,,,,2,,,,,,,,,
SA_FL_004SMR_FMU_SMR_WEST_FWA,5,,,,2,,,,,,,,2,
SA_FL_004FS_Mixed_Ownership,5,1,,,4,,,,1,,,,4,2
SA_FL_004FS_Wilderness,5,1,,,3,,,,1,,,,,
SA_FL_004FS_General_Forest,5,1,,0,4,,,,1,,,,4,2
SA_GA_001Oconee,5,,,2,2,,,,1,,,,,
SA_GA_001Piedmont,5,,,0,2,,,0,1,,,,2,
SA_KY_001Mammoth Cave,5,,,,2,,,,,,,,,
SA_KY_001NPS CUGA,5,,,,,,,,,,,,,
SA_KY_001NPS BISO,5,,,,,,,,,,,,,
SA_KY_001FS Wilderness,5,,,,,,,,,,,,,
SA_KY_001FS General,5,,,,,,,,,,,,,
SA_KY_001FS LBL,5,,,,,,,,,,,,,
SA_LA_001BBR1,5,,,,,,,,,,,,,
SA_LA_003NO-Plow_NO_Penetrat,5,1,3,0,5,,,,2,,,,,
SA_LA_003Kisatchie General,5,,,,,,,,,,,,,
SA_LA_003No Entry,5,1,0,0,1,,,,2,,,,,
SA_LA_003FWSGEN,5,,,,,,,,,,,,,
SA_LA_003Kisatchie Wilderness,5,1,3,0,5,,,,2,,,,,
SA_MD_001Dismal Logic,5,,,,,,,,,,,,,
SA_MD_001FPU Initialization,5,,,,,,,,,,,,,
SA_MS_001USFS Wilderness,5,,,0,2,,,1,1,,,,0,
SA_MS_001USFS,5,,,3,3,,,1,1,,,,0,
SA_MS_001FWS,5,,,2,3,,,,,,,,0,
SA_MS_002Homochitto FWA,5,,,,,,,,,,,,,
SA_MS_002Bienville WA,5,,,,,,,,,,,,,
SA_MS_002Natchez FWA,5,,1,2,3,,,2,1,,,,0,1
SA_MS_002Tombigbee FWA,5,,,,,,,,,,,,,
SA_MS_002Noxubee,5,,,,,,,,,,,,,
SA_MS_002Natchez Threat FWA,5,,1,2,3,,,2,1,,,,0,1
SA_MS_002Holly Springs FWA,5,,,,,,,,,,,,,
SA_MS_002Natchez Trace FWA,5,,,,2,,,,,,,,,
SA_NC_001Pee Dee,5,,,,,,,,,,,,,
SA_NC_001Carolina Sandhills,5,,,,,,,,,,,,,
SA_NC_001Birkhead Wilderness,5,,,,,,,,,,,,,
SA_NC_001Uwharrie WUI,5,,,,,,,,,,,,,
SA_NC_002FWS with helicopter,5,,,,3,,,,1,,,,4,
SA_NC_002Croatan,5,,,,3,,,,1,,,,2,
SA_NC_002Currituck aviation,5,,,,3,1,,,1,,,,2,
SA_NC_002Ocracoke,5,,,,4,,,,1,,,,0,
SA_NC_002Cape Hatteras,5,,,,3,,,,1,,,,4,
SA_NC_002Cape Lookout,5,,1,,2,,1,,1,,,,,
SA_OK_001OUF WILDERNESS,5,0,0,0,10,,,,0,0,,,,0
SA_OK_001fws dispatch,5,1,1,3,8,,,,1,2,,,,2
SA_OK_001Overall,5,1,1,5,8,,,,1,2,,,,2
SA_OK_002overall,5,1,3,2,5,,,0,1,2,,,,1
SA_OK_002fws interest,5,1,3,6,8,,,,1,2,,,,1
SA_OK_003Overall,5,1,3,5,8,,,,,2,,,,1
SA_OK_005Fish and Wildlife,5,1,2,,8,,,,,,,,,3
SA_PR_001Test,5,,,,,,,,,,,,,
SA_SC_001FS Wild,5,,,,,,,,,,,,,
SA_SC_001FWS_Mainland,5,,,,,,,,,,,,,
SA_SC_001FWS IS,5,,,,,,,,,,,,,
SA_SC_001FWS Wild,5,,,,,,,,,,,,,
SA_SC_001SRF,5,,,,,,,,,,,,,
SA_SC_001FS_FWA,5,,,,,,,,,,,,,
SA_SC_001NPS,5,,,,,,,,,,,,,
SA_TN_001Cherokee Wild North,5,,,,,,,,,,,,,
SA_TN_001Appalachian MO,5,,,,,,,,,,,,,
SA_TN_001Chattahoochee NF,5,,,,,,,,,,,,,
SA_TN_001Grandfather MO,5,1,2,1,2,,,,1,,,,,1
SA_TN_001Cherokee Disp. Logic,5,,,,,,,,,,,,,
SA_TN_001NPS BRP,5,,,,,,,,,,,,,
SA_TN_001NPS GSP,5,,,,,,,,,,,,,
SA_TN_001FS Wilderness,5,,,,,,,,,,,,,
SA_TN_001Nat Pisg MO,5,1,2,2,3,,,,2,,,,,1
SA_TN_001Cherokee MO,5,,,,,,,,,,,,,
SA_TN_001Cherokee North MO,5,,,,,,,,,,,,,
SA_TX_001LBJ,5,1,0,2,2,,,0,1,,,,,2
SA_TX_002Balcones,5,,,,,,,,,,,,,
SA_TX_003FS_WILD,5,1,0,0,5,0,0,1,1,1,0,0,0,1
SA_TX_003DCNF,5,1,2,2,5,0,0,1,1,1,0,0,0,1
SA_TX_003BITH 2,5,0,0,2,5,0,0,0,0,0,0,0,0,0
SA_TX_003TXACA-ENG Only,5,0,0,0,5,0,0,0,0,0,0,0,0,0
SA_TX_003BITH,5,0,0,1,5,0,0,0,0,0,0,0,0,0
SA_TX_004San 3,5,,,,4,,,,1,,,,,1
SA_TX_004SanTHT,5,,,,4,,,,1,,,,,1
SA_TX_004BrazoTHT,5,,,,4,,,,1,,,,,1
SA_TX_004BBGTHT,5,,,,4,,,,1,,,,,1
SA_TX_004SWLA,5,,,,4,2,2,,1,,,,,1
SA_TX_004Brazoria 04,5,,,,4,,,,1,,,,,1
SA_TX_004Brazoria05,5,,,,4,,,,1,,,,,1
SA_TX_004BBG 001,5,,,,4,,,,1,,,,,1
SA_TX_004San 2,5,,,,4,,,,1,,,,,1
SA_TX_004AHR-MCR 5,5,,,,6,2,,,1,,,,,1
SA_TX_005Matagorda,5,,,,,,,,,,,,,
SA_TX_005Padre Island,5,,,,,,,,,,,,,
SA_TX_005Santa Ana Staffing,5,,,2,4,,,,,1,,,,1
SA_TX_005Falcon Staffing,5,,,2,5,,,,,1,,,,1
SA_TX_005Palmview Staffing,5,,,2,4,,,,,1,,,,1
SA_TX_005Aransas,5,,,,,,,,,,,,,
SA_TX_005Laguna Staffing,5,,,2,4,,,,,1,,0,,1
SA_VA_001Shen,5,,,,,,,,,,,,,
SA_VA_001MTTS,5,,,,,,,,,,,,,
SA_VA_001NCR,5,,,,,,,,,,,,,
SA_VA_001BLRI,5,,,,,,,,,,,,,
SA_VA_001FS Wilderness,5,,,,,,,,,,,,,
SA_VA_001FS,5,,,,,,,,,,,,,
SA_VA_001Unassigned,5,,,,,,,,,,,,,
SA_VA_001FS: 4,5,,,,,,,,,,,,,
SA_VA_001SHEN: 4,5,,,,,,,,,,,,,
CA_CA_006.enf_urban1,5,,,,,,,,,,,,,
CA_CA_006.blm_wui,5,,,,,,,,,,,,,
CA_CA_006.tmu_wui,5,,,,,,,,,,,,,
CA_CA_006.tnf_wilderness,5,,,,,,,,,,,,,
CA_CA_006.enf_wild,5,,,,,,,,,,,,,
CA_CA_006.tnf_supp,5,,,,,,,,,,,,,
CA_CA_006.tmu_wilderness,5,,,,,,,,,,,,,
AK_AK_001Alaska Standard,5,3,2,0,8,0,0,5,3,2,2,16,0,1
AK_AK_001Alaska Aerial Only,5,3,0,0,0,0,0,5,3,2,2,16,0,0
AK_AK_001Alaska Southeast,5,,2,,5,,,10,2,,,,,1
SW_AZ_002FM 1 Normal,5,2,2,,8,,,2,1,2,,,,2
SW_AZ_003WMAT_East,5,,,,,,,,,,,,,
SW_AZ_003Clifton_RD,5,,,,,,,,,,,,,
SW_AZ_003Springerville_RD,5,,,,,,,,,,,,,
SW_AZ_003Black Mesa_RD,5,,,,,,,,,,,,,
SW_AZ_003Alpine_RD,5,,,,,,,,,,,,,
SW_AZ_003WMAT_West,5,,,,,,,,,,,,,
SW_AZ_003Lakeside_RD,5,,,,,,,,,,,,,
SW_AZ_004RIPARIAN BP ADJ,5,,,,,,,,,,,,,
